Bones,Joint Pain,Ginger and Turmeric,"Bring 2 cups of water to a boil, and add half teaspoon each ground ginger and ground turmeric. Reduce to a simmer and leave it for 10-15 minutes. Soak, add honey to taste, and enjoy twice daily. This yields 2 servings."
Bones,Joint Pain,Magnesium,"Eat foods that are high in magnesium, which include dark leafy greens (like spinach), nuts, and legumes (beans.)"
Bones,Joint Pain,Epsom Salt Soak,"Fill a large bowl with warm water and add half cup of Epsom salt. Stir it around, and then submerge your sore joints in the liquid. If you are experiencing pain in a less convenient place to soak, such as your knees, try taking a bath with Epsom salts. Run a tub full of warm water and add 2 cups of Epsom salt. Soak for 15 minutes at least."
Bones,Joint Pain,Dandelion Tea,"For fresh dandelion tea, soak 3 teaspoons of fresh leaves or 1 teaspoon dried in 1 cup of boiling water. Strain and drink twice daily. Dandelion tea is very bitter - you have been warned! You can add honey to sweeten it up if you'd like. To make a salad, simply toss the greens in with another recipe, or eat them plain with a bit of extra virgin olive oil. Older leaves can be gently sautéed to soften them up a bit."
Bones,Joint Pain,Blackstrap Molasses,"Heat 1 cup of fresh water until warm, but not hot. Stir in a tablespoon of blackstrap molasses and drink once daily. Do note that it can sometimes have a laxative effect."
Bones,Joint Pain,Grape Juice and Pectin,Mix 1 tablespoon of liquid pectin with 8 oz. of grape juice and drink 1-2 times daily. It will take a week or two for the effects to show.
Bones,Joint Pain,Cayenne Powder,"Mix 3 tablespoons of cayenne powder with 1 cup of your oil of choice and heat in a double boiler for 5-10 minutes over medium heat. Stir in a half cup of grated beeswax and continue to stir until it has melted completely, and everything is blended. Chill the mixture in the refrigerator for 10 minutes, and then whisk together. Chill for another 10-15 and then whip again before putting it in a glass jar with a tightly fitting lid and storing in the refrigerator. It will keep for 1 and a half weeks-apply daily as needed for pain."
Bones,Joint Pain,Raisin and Gin,"Place 1 cup of golden raisins in a shallow dish and pour in enough gin to just barely cover them. Cover with a towel and store them away in a dark place until the gin has evaporated (around 2 weeks.) Eat 9 of the raisins daily, keeping in mind the results may take several weeks to show."
Bones,Joint Pain,Olive Oil,"Rub a bit of olive oil onto your sore joints twice a day, massaging in to each one gently. You can also take 2-3 tablespoons daily but be sure to give up some other form of fat due to the high calorie count in the oil (rest easy, these are good calories)."
Bones,Osteoporosis,Apples,An apple a day can keep osteoporosis at bay. The unique combination of antioxidants like polyphenols and flavonoids makes the apple a bone-healthy powerhouse.
Bones,Osteoporosis,White Sesame Seeds,"Chew a handful of roasted white sesame seeds daily in the morning. Alternatively, mix one teaspoon of roasted and ground sesame seeds in one cup of warm milk. Drink this twice daily. Also, use roasted sesame seeds in your cooking and baking."
Bones,Osteoporosis,Extra-Virgin Coconut Oil,"Consuming three tablespoons of virgin coconut oil daily can help prevent osteoporosis and five tablespoons daily can help reverse it. You can also externally apply the oil over your entire body and massage gently for a few minutes. Then take a hot bath. When done on a regular basis, this simple remedy will have a positive effect on your bone health. Also, use virgin coconut oil for cooking."
Bones,Osteoporosis,Pineapple,"Eat one cup of fresh pineapple chunks daily before a meal. One cup of pineapple provides about 75 percent of the required daily dose of manganese. Alternatively, you can drink a cup of pineapple juice daily to prevent osteoporosis."
Bones,Osteoporosis,Prunes,Eating prunes (dried plums) daily helps prevent fractures and osteoporosis.
Bones,Osteoporosis,Coriander Seeds,"Mix two teaspoons of coriander seeds in a cup of hot water. Cover and soak for five to 10 minutes. Strain and add honey. Drink this twice daily. Also, include more coriander leaves and seeds in your cooking."
Bones,Osteoporosis,Almonds,"Soak one cup of almonds in water overnight. The next day, remove the peels and put the almonds in a blender with two to two and half cups of water. Blend them into a smooth puree, add a little cinnamon powder and honey according to taste and blend again. Strain the solution with a cheesecloth and strainer. Drink this almond milk daily. You can opt instead to buy almond milk from the market as well. Another option is to soak 10 almonds in water overnight and then peel and blend them with one cup of warm milk (preferably goat's milk). Add a pinch of saffron, cardamom and ginger powder to this mixture and drink it twice daily, before breakfast and before bedtime."
Bones,Rheumatoid Arthritis,Apple Cider Vinegar,"Add 1 tablespoon of raw, unfiltered apple cider vinegar and 1 teaspoon of honey to 1/2 cup of warm water. Drink it once daily. You can also apply some apple cider vinegar to the affected area. Next, massage warm castor oil onto the affected area. Finally, wrap the area with a cotton cloth and cover it with plastic. Do this daily before going to bed."
Bones,Rheumatoid Arthritis,Camphor and Mustard Oil,Add 10 grams of camphor to 1 cup of mustard oil and heat it until the camphor dissolves completely. Allow the oil to cool and then use it to massage the affected area with gentle strokes. You can also add a few drops of lavender oil to some warm olive oil and use it to massage the affected area with gentle strokes. You can massage the affected area 2 or 3 times a day for a few minutes each time. Note: Avoid massage if your joints and muscles feel too tender.
Bones,Rheumatoid Arthritis,Epsom Salt Soak,Add 2 cups of Epsom salt to a bathtub of warm water. Soak in this warm bath for 30 minutes. Do this up to 3 times each week.
Bones,Rheumatoid Arthritis,Turmeric,"Bring 1 quart of water to a boil. Add 1 tablespoon of turmeric powder and boil it for another 10 minutes. Allow it to cool and drink it once or twice daily. Alternatively, you can take 500 to 1,000 mg turmeric capsules 3 times per day. Consult your doctor first. Also add turmeric powder in your daily cooking for additional benefits. Note: Avoid high doses of turmeric as it can act as a blood thinner causing stomach upset."
Bones,Rheumatoid Arthritis,Garlic,"Eat 1 to 2 raw garlic cloves daily. You can also take garlic capsules. For correct dosage, consult your doctor"
Bones,Rheumatoid Arthritis,Evening Primrose Oil,"Evening primrose oil, a kind of plant oil, can also help reduce pain and morning stiffness. This plant oil contains an essential fatty acid called gamma-linolenic acid that helps reduce the intensity of several symptoms. Take 540 mg to 2.8 g in divided doses daily. Consult your doctor for the correct dosage as this supplement can interfere with certain medications."
Bones,Rheumatoid Arthritis,Ginger,Rub some ginger oil on the affected area. Then expose the area to sun for 5 to 10 minutes to generate warmth and heat. Do this on regular basis. Chew some fresh ginger slices daily. Also add ginger in your foods or drink 2 to 3 cups of ginger tea daily.
Bones,Rheumatoid Arthritis,Hot Compress,"Wrap a hot water bag in a towel for the hot compress. Wrap some ice cubes in a thick towel for the cold compress. Place the hot compress on the affected area for about 3 minutes. Remove it and immediately put the cold compress in its place for about 1 minute. Repeat the process for 15 to 20 minutes a few times daily until you get relief. You can also use these compresses separately. Note: Avoid hot compresses if the affected area is red, hot and irritated. Do not use cold therapy if you have circulatory problems."
Chest,Chest Congestion,Ginger Tea,"Add 1 tablespoon of freshly chopped raw ginger pieces to a cup of hot water. Cover and allow it to soak for 5 minutes. Strain, then add a little honey. Drink up to 3 cups of this warm tea daily. Alternatively, grind together 1 teaspoon each of dry ginger, black pepper and cloves to form a powder. Divide it into 3 doses and take it 3 times a day with honey or milk. You can even chew small ginger pieces or ginger candies throughout the day to get rid of congestion."
Chest,Chest Congestion,Lemon and Honey,Add 1 tablespoon of lemon juice to a glass of hot water along with a little honey. Drink this solution several times daily. Another option is to add 1 tablespoon of grated lemon zest to a cup of hot water. Cover and allow it to soak for 5 to 10 minutes. Strain and drink the warm solution. You can even gargle with it. Follow this treatment 2 or 3 times daily.
Chest,Chest Congestion,Salt Water Gargling,Add 1 teaspoon of salt to a glass of warm water. Mix well until the salt is dissolved thoroughly. Gargle with it 2 or 3 times daily until your congestion clears.
Chest,Chest Congestion,Liquorice Root,"Add half teaspoon of liquorice root to a cup of hot water. Cover and allow it to soak for 5 to 10 minutes, then strain. Add a little honey and drink this tea 2 or 3 times a day. Another option is to add half teaspoon each of liquorice powder and ginger powder to a glass of hot water. Drink it 2 times a day. Follow either of these remedies until your symptoms begin to resolve. Note: Liquorice remedies are not suitable for people who have high blood pressure."
Chest,Chest Congestion,Apple Cider Vinegar,"Add 2 teaspoons of organic raw, unfiltered apple cider vinegar to a cup of warm water. Mix in 1 teaspoon of raw honey. Drink this solution 2 or 3 times a day for a week."
Chest,Chest Congestion,Crushed Garlic,"Boil 2 to 3 crushed garlic cloves and half teaspoon of honey in 1 cup of water or milk. Strain and drink it 2 times daily until the congestion clears. Another option is to add 2 crushed garlic cloves and juice from 3 lemons to a cup of very hot water. Next, add salt and half teaspoon of crushed black pepper. Drink it while it is still warm to get instant relief. Do this 2 times a day for a few days. Eating fresh garlic cloves can also help relieve congestion."
Chest,Chest Congestion,Raw Honey,"Eat 1 teaspoon of raw honey alone, or mix it with warm water and drink it. This will alleviate congestion for several hours. Add enough honey to half teaspoon of powdered black pepper to make a paste. Swallow this paste 3 or 4 times daily until you get complete relief from the congestion. Note: Do not give honey to children under age 1 as it can lead to botulism."
Chest,Chest Congestion,Onion Juice,"Extract the juice of 1 onion. Add equal amounts of lemon juice, honey and water. Heat this mixture until it is lukewarm. Drink this solution 3 or 4 times a day. Alternatively, chew and swallow 5 or 6 small onions or shallots along with sugar before you go to bed at night. You can also eat raw, baked or cooked onions to help mucus flow easily. Follow these remedies daily until the chest congestion is gone."
Chest,Chest Congestion,Eucalyptus Oil,"Fill a bowl with very hot water. Add a few drops of eucalyptus or peppermint essential oil. Place your face over the bowl and a towel over your head. Inhale the steam for as long as you can and breathe deeply. You can also take a hot shower and breathe in the steam vapours for 5 minutes. Follow either of these remedies 2 or 3 times daily until the congestion goes away. Note: These remedies may not be suitable for young children, pregnant women and people suffering from high blood pressure or heart conditions."
Chest,Chest Congestion,Apple Cider Vinegar,"Mix a pinch of turmeric powder in a glass of warm water. Gargle with it a few times daily. You can also add half teaspoon of turmeric powder to a glass of milk and boil it. Mix in 2 teaspoons of honey and a pinch of black pepper. Drink it hot 2 or 3 times daily. Alternatively, thoroughly mix 2 tablespoons each of turmeric powder and apple cider vinegar. Take it 2 times daily. Follow these treatments until the symptoms of chest congestion go away. Note: Turmeric is not recommended for people who have gallstones, hyperacidity or stomach ulcers."
Diabetes,Diabetes,Black Plum (Jamun),"Black plum or jambul, also known as jamun can help a lot in controlling blood sugar level because it contains anthocyanins, ellagic acid, hydrolysable tannins etc. Make a powder of dried seeds of Jambul fruit and eat this powder with water twice a day."
Diabetes,Diabetes,Okras,"Cut off the ends of a few okras and prick them in several places using a fork. Soak the okras in a glass of water overnight. In the morning, discard the okras and drink the water on an empty stomach."
Diabetes,Diabetes,Bitter Gourd Juice,"Drink some bitter gourd juice on an empty stomach each morning. First remove the seeds of two to three bitter gourds and use a juicer to extract the juice. Add some water and then drink it. Follow this treatment daily in the morning for at least two months. Also, you can include one dish made of bitter gourd daily in your diet."
Diabetes,Diabetes,Guava,"Due to its vitamin C and high fibber content, eating guava can be helpful in maintaining the blood sugar level. It is best for diabetics not to eat the skin of the fruit so peel it first. However, too much consumption of guava in a day is not recommended."
Diabetes,Diabetes,Cinnamon,"Mix one-half to one teaspoon of cinnamon in a cup of warm water. Drink it daily. Another option is to boil two to four cinnamon sticks in one cup of water and allow it to soak for 20 minutes. Drink this solution daily until you see improvement. You can also add cinnamon to warm beverages, smoothies and baked goods."
Diabetes,Diabetes,Bay Leaves,"Mix one-half teaspoon each of ground bay leaves and turmeric and one tablespoon of aloe vera gel. Consume it twice daily, before lunch and dinner."
Diabetes,Diabetes,Mango Leaves,"Soak 10 to 15 tender mango leaves in a glass of water overnight. In the morning, filter the water and drink it on an empty stomach. You can also dry the leaves in the shade and grind them. Eat one-half teaspoon of powdered mango leaves two times daily."
Diabetes,Diabetes,Fenugreek Seeks,Soak two tablespoons of fenugreek seeds in water overnight. Drink the water along with the seeds in the morning on an empty stomach. Follow this remedy without fail for a few months to bring down your glucose level. Another option is to eat two tablespoons of powdered fenugreek seeds daily with milk.
Diabetes,Diabetes,Amla,"Take two to three Indian gooseberries, remove the seeds and grind it into a fine paste. Put the paste in a cloth and squeeze out the juice. Mix two tablespoon of the juice in one cup of water and drink it daily on an empty stomach. Alternatively, mix one tablespoon of Indian gooseberry juice in a cup of bitter gourd juice and drink it daily for a few months."
Diabetes,Diabetes,Curry Leaves,"You can simply chew about 10 fresh curry leaves daily in the morning. For best results, continue this treatment for three to four months. It also helps reduce high cholesterol levels and obesity."
Digestive System,Haemorrhoids (Piles),Water,"Adequate water intake helps cleanse your internal system and hydrates your entire body. It also facilitates bowel movements and keeps the stools soft, hopefully reducing the need for straining."
Digestive System,Haemorrhoids (Piles),Icepack,"Apply an ice pack or a partially melted piece of ice, wrapped in a cloth, directly on the affected area for about 10 minutes. Do this several times a day until the haemorrhoid goes away. You can even use a small pack of frozen vegetables such as peas or corn. Wrap the pack in a tea towel and then apply it on the haemorrhoid. Do this for 20 minutes at a time, three times a day."
Digestive System,Haemorrhoids (Piles),Olive Oil,Consume one teaspoon of olive oil daily. It will help reduce inflammation and the monounsaturated fats will improve the functionality of the excretory system. Crush the juice out of some plum leaves and add it to olive oil. Apply this mixture on your haemorrhoids. It will give you relief from the pain and swelling.
Digestive System,Haemorrhoids (Piles),Almond Oil,Dip a cotton ball in pure almond oil and apply it on the affected area. It moisturizes and eases inflammation and will relieve the burning and itching sensation in and around the anus. Do this several times a day.
Digestive System,Haemorrhoids (Piles),Aloe Vera Gel,"For treating external haemorrhoids, apply a little bit of aloe vera gel to your anus and slowly massage the area. This simple remedy will give relief from the pain and soothe the burning sensation. To treat internal haemorrhoids, cut aloe vera leaves in strips. Make sure to cut off the thorn-like parts of the plant. Place the slices in a container and freeze them. Apply the icy cold aloe vera strip to the painful haemorrhoid to relieve the pain, burning, and itching sensation."
Digestive System,Haemorrhoids (Piles),Apple Cider Vinegar,"In the case of external haemorrhoids, gently press a cotton ball soaked in apple cider vinegar against the inflamed area. Initially there will be a stinging sensation, but soon you will get relief from the itching and irritation. Do this several times a day until the swelling decreases. In the case of internal haemorrhoids, add one teaspoon of apple cider vinegar to a glass of water and drink it at least twice daily. You can add honey to make it taste better."
Digestive System,Haemorrhoids (Piles),Lemon Juice,"Saturate a cotton ball with freshly squeezed lemon juice and apply it on the haemorrhoid. Initially there will be some mild tingling or a burning sensation, but relief from the pain will soon follow. Alternatively, squeeze half a lemon into a cup of hot milk and drink it. Repeat every three hours for best results. Mix one-half teaspoon each of lemon juice, ginger juice, mint juice and honey together. Take this once a day."
Digestive System,Haemorrhoids (Piles),Witch Hazel,Soak a cotton ball in un-distilled witch hazel and apply it to the haemorrhoids. Do this at least three times daily.
Digestive System,Haemorrhoids (Piles),Whole Grain Products,"Start eating whole grain products if you suffer from haemorrhoids. Whole grain products contain a good amount of fibre, which is highly effective in relieving haemorrhoid symptoms and bleeding."
Digestive System,Haemorrhoids (Piles),Black Tea,"Wet a black tea bag in hot water. Remove it from the water and let it cool slightly. Apply the warm, wet tea bag to the swollen veins for about 10 minutes. Do two or three times a day. Alternatively, you can apply cold, used tea bags to the haemorrhoids for five to 10 minutes."
Ear,Dizziness Vertigo,Dried Lemon Balm,Boil a cup of water. Add one teaspoon of dried lemon balm to it and let it simmer for 10 to 15 minutes. Strain the tea and drink it a few times a day for a few weeks. You can also inhale lemon balm oil directly but not for a prolonged time. Note: Consult your doctor before taking herbal remedies.
Ear,Dizziness Vertigo,Basil Leaves,Boil three or four basil leaves in one cup of milk. Inhale the smell and drink this healthy tonic daily before going to bed. Do this for at least a few weeks.
Ear,Dizziness Vertigo,Ginger,"Simply chewing a piece of ginger on a regular basis can help alleviate this problem. Prepare ginger tea by soaking one teaspoon of grated ginger in a cup of boiling water for about five minutes and then strain it. You can sweeten it with honey. Drink it twice daily for a few weeks. Another option is to take ginger in supplement form (consult your doctor for appropriate dosage). Note: Talk to your doctor before taking ginger as it may interfere with certain medications like anticoagulant, antidiabetic and blood pressure medications."
Ear,Dizziness Vertigo,Pillow,"Sit on a bed and place a pillow behind you so that it will be under your shoulders when you lie down. If your vertigo is in the left ear, turn your head 45 degrees to the left. (If it is in the right ear, turn your head 45 degrees to the right and follow the rest of the procedure accordingly.) Quickly lie back with your shoulders on the pillow and head reclined onto the bed for about 30 seconds. Next, without raising your head, turn it 90 degrees to the right and wait for another 30 seconds. Now, while keeping your head in its current position, quickly turn your whole body another 90 degrees to the right and stay in this position for 30 seconds. Slowly sit up, bringing your head to the centre. Repeat this procedure three times daily until you are without vertigo for at least 24 hours. In most cases, symptoms resolve within a week. It is best perform all the three cycles of this manoeuvre at night before going to sleep rather than in the morning or midday."
Ear,Dizziness Vertigo,Sesame Oil,Slightly heat two teaspoons of sesame oil. Mix in one-half teaspoon each of powdered cinnamon and cardamom. Gently massage your head with this oil and leave it on for a few hours. Do this several times a week for a few weeks.
Ear,Dizziness Vertigo,Coriander Seeds,"Soak one teaspoon each of coriander seeds and Indian gooseberry (amla) powder in a cup of water. Set it aside overnight. Soak and drink this solution the next morning. To improve its taste, you may add a little sugar or honey. Repeat daily for a few days."
Ear,Dizziness Vertigo,Almonds,"Soak seven or eight almonds, seven or eight pumpkin seeds, three tablespoons of wheat and one teaspoon of poppy seeds (also known as khus khus) in water overnight. The next morning, peel the almonds and grind them along with the other soaked ingredients to make a fine paste. Sautee one-half teaspoon of cloves in two teaspoons of clarified butter (also known as ghee). Add the almond paste and a cup of milk to the mixture, bring it to a boil and then turn off the heat. You can sweeten it with a little sugar. Drink this daily for a few days."
Ear,Dizziness Vertigo,Dried Valerian Roots,"Soak one teaspoon of dried valerian root in a cup of water for five to 10 minutes. Strain and drink this tea up to three times daily for two to three weeks. Take one teaspoon of valerian tincture once or twice daily for two to three weeks. Note: Do not take valerian for a prolonged time as it can be addictive. Plus, consult your doctor before taking herbal remedies."
Ear,Earache,Moist Heat,"Applying moist heat through a hair dryer can be a great way to reduce earache. After taking a shower or bath, do not towel dry your ears. Instead, use a blow dryer. Keep the dryer setting on warm and hold it slightly away from the ear. Let the warm air dry the moisture in your ear. Do not use the blow dryer for more than five minutes."
Ear,Earache,Basil Leaves,Crush a few basil leaves and extract the juice. Put three or four drops of this juice in the aching ear. Repeat once or twice a day.
Ear,Earache,Neem Leaves,Crush a few neem leaves to extract the juice. Put a few drops in the aching ear as ear drops. Soak a cotton ball in neem oil and squeeze out the excess oil. Put this cotton ball in your ear. Leave it for a few minutes and then discard it.
Ear,Earache,Fresh Ginger,Extract juice from fresh ginger and put it directly into the ears to get relief from pain and reduce inflammation. You can also mix one teaspoon of fresh grated ginger root with two tablespoons of olive oil. Leave it to infuse for 5 to 10 minutes and then put a few drops of the oil in the aching ear.
Ear,Earache,Onion Juice,Extract one tablespoon of onion juice from grated onions and heat it over low heat. Then put 2-3 drops of the juice into affected ear 2-3 times a day. Crush a fresh onion and wrap it tightly in a piece of clean cloth. Hold the cloth over the infected ear for about 5 to 10 minutes. Repeat the process several times a day.
Ear,Earache,Garlic,Heat one teaspoon of minced garlic in two tablespoons of sesame oil. Cool and filter the oil. Put 2-3 drops of this garlic oil in the aching ear. Another option is to extract the juice out of a few cloves of garlic and put it into the ear that hurts.
Ear,Earache,Bishop's Weed Oil,Mix one teaspoon of Bishops weed oil with three teaspoons of sesame oil and warm it slightly. Put a few drops of the oil mixture in the ear. Heat two teaspoons of mustard oil and add one-half teaspoon of Bishops weed and a couple of garlic flakes. Heat the mixture until the garlic turns red. Filter it and put a few drops in your ear as ear drops.
Ear,Earache,Olive Oil,"Put 3-4 drops of lukewarm olive oil as ear drops into the ear canal. Alternatively, you can dip a cotton bud in the oil and put it firmly into the ear. You can also use mustard oil in the same way."
Ear,Earache,Peppermint Leaves,"Put the juice from fresh peppermint leaves in a dropper and then put some drops inside the aching ear. Using a cotton swab, apply a few drops of peppermint oil externally around the opening of your ear. Avoid getting any of this oil inside your ear. You can also dilute the peppermint oil using olive oil and then apply."
Ear,Earache,Moist Heat,Putting moist heat around an infected ear can work as a great pain reliever. Simply wrap a hot water bottle in a towel and press it against the aching ear for a few minutes.
Ear,Tinnitus,Ginger Tea,"Add one-half teaspoon of freshly grated ginger to a cup of hot water. Allow it to soak for 10 minutes, strain it, and add a little honey. Drink this herbal tea two or three times a day for several days to ease tinnitus symptoms. Also, chew a few slices of raw ginger. The process of chewing helps relieve pressure in the ear that may be causing tinnitus."
Ear,Tinnitus,Pineapple,"Adding pineapple to your diet can help reduce tinnitus. Pineapple helps lessen inflammation throughout the body due to the presence of an enzyme known as bromelain. Plus, pineapple has various vitamins including vitamin A. Eat fresh pineapple at regular intervals throughout the day to reduce inflammation. You can also drink fresh pineapple juice,"
Ear,Tinnitus,Onion Juice,"Chop one small onion into small pieces. Microwave the onions for one to two minutes. Allow it to cool, and then strain out the juice. Put two or three drops of the juice in the infected ear. Leave it in the ear for five minutes, then turn your head to let the juice drain out. Do this a few times a week to get rid of tinnitus."
Ear,Tinnitus,Pumpkin,"Eating foods like pumpkin that are rich in vitamin A can help get rid of tinnitus. It has been found that vitamin A deficiency is one of the leading causes of many ear problems, including tinnitus. Vitamin A is essential for the proper functioning of the cochlea, or inner ear, which is responsible for reception and transmission of sounds. Simply include pumpkin in your salad or soup, or have it steamed, grilled, stuffed, stir-fried, or in baked dishes."
Ear,Tinnitus,Garlic Cloves,"Fry two crushed garlic cloves in one tablespoon of sesame oil. After straining and letting it cool and put two or three drops of the oil into the ear canal, Do this daily at night before going to bed. Continue for about one week. You can also take garlic capsules or use this herb in your cooking."
Ear,Tinnitus,Salt and Glycerin,Mix one teaspoon each of salt and glycerine in two cups of warm water to make a homemade saline solution. Use a nasal spray bottle to inject the solution into each nostril until it starts to drain into the back of your throat. Spray the solution into your throat also. Follow this remedy three times a day until your nasal passages are clear.
Ear,Tinnitus,Apple Cider Vinegar,Mix two teaspoons of apple cider vinegar and a little honey in a glass of water. Drink this solution two or three times daily until the ringing sensation in the ears stops.
Ear,Tinnitus,Basil Leaves,"Put a handful of basil leaves in a blender to make a paste. Put the paste on a strainer and press with a spoon to extract the juice. Warm the basil juice slightly. Using a dropper, put two or three drops of it in the affected ear. Repeat twice daily for three or four days."
Ear,Tinnitus,Mustard Oil,"Slightly warm a little mustard oil in a microwave. Put a few drops of warm mustard oil directly into the affected ear. Allow the oil to sit for five to 10 minutes, Then tilt your head to the other side so that the oil drains out of the ear. Remove the softened ear wax with the help of an ear bud. Repeat once daily for a few days."
Ear,Tinnitus,Ginkgo Biloba Extract,"To treat tinnitus, you can take ginkgo biloba extract that you can buy from herbal drug stores. Take 120 to 240 mg of standardized extract containing 24 to 32 percent flavonoids and 6 to 12 percent terpenoids. Take it daily. Ideally in three or four divided doses. for six weeks to get positive results. Consult your doctor before starting the treatment as this herb may Interact with certain medications. Note: Ginkgo biloba should not be given to children."
Ear,Tinnitus,Hot Pack,Use a warm compress or heating pad (wrapped in a cloth) to relieve pressure and pain. Cut back or stop drinking alcohol. Stop smoking Limit your use of aspirin. Exercise regularly. Limit or avoid exposure to loud noises Practice relaxation techniques like meditation or yoga. Play music or white noise when you are trying to fall asleep.
Eye,Cataract,Raw Garlic,"Eating 2 to 3 cloves of raw garlic daily helps in clearing and improving your vision. If, you feel that your vision gets blurry very often, then try this home remedy to rectify it."
Eye,Cataract,Green Vegetables,"Increase the intake of green vegetables in your diet, especially the ones that are rich in Vitamins C and E. These help in improving eye vision and curing cataracts."
Eye,Cataract,Aniseed,"Regular consumption of aniseed can cure cataracts. Consume at least 6 grams of aniseed daily, twice a day, and you will see the positive effects of aniseed in a short period of time."
Eye,Cataract,Pumpkin Juice,"Like carrot juice, pumpkin juice also offers an effective treatment and prevention for cataracts. In fact, it is the pumpkin flowers from which the juice is extracted. If you do not wish to drink pumpkin juice, you can always pour the juice over your eyes and keep for about 15 minutes on a regular basis."
Eye,Cataract,Almond,"Soak some almonds in water overnight. In the morning, peel them off and eat them. You can accompany this with a glass of milk. This not only helps in curing cataracts, but also improves your eyesight."
Eye,Cataract,Spinach,"Spinach is very beneficial for our bodies. Now, we tell you that spinach is good for your eyes as well. This is because spinach has carotenoids, which are required by the retina in our eyes."
Eye,Cataract,Carrots,The fact that carrots help to improve the eyesight is a common and known fact. Carrots are rich in Vitamin A. Drinking carrot juice regularly keeps your eyes healthy. It also prevents cataracts in the long run.
Eye,Cataract,Honey,The use of honey as a means of curing cataracts has been in existence since the time of the Egyptian Pharaohs. Honey is recognized as a natural antioxidant. It effectively combats infections and diseases. Applying honey to your eyes in the form of eye drops can be extremely helpful in treating cataracts.
Eye,Cataract,Aniseed,"We already know that aniseed is beneficial for curing eye ailments. But, when aniseed and coriander powder are mixed with a little bit of brown sugar, it becomes a potent blend that can be consumed daily to naturally treat cataracts."
Eye,Eyelashes,Egg and Glycerin,"Beat 1 egg and 1 tablespoon of glycerine until you get a thick, creamy texture. Dip a cotton swab into this mixture and apply it on your eyelashes. Leave it on for 15 minutes, then rinse it off using cold water. Follow this remedy 3 times a week for a few months."
Eye,Eyelashes,Olive Oil,"Dip a clean, old mascara stick or simply a cotton swab in warm olive oil. Before going to bed, apply the oil carefully on your lashes, just as you would apply mascara. Leave it on overnight, then wash it off with lukewarm water in the morning. Repeat this remedy daily for a few months until you get the desired result."
Eye,Eyelashes,Coconut Milk,Dip a cotton swab in cold coconut milk and apply it on your eyelashes. Leave it on for 10 minutes before rinsing it off. Follow this remedy once or twice daily for a few months to get the desired result.
Eye,Eyelashes,Fresh Food,"Include plenty of fresh fruits like apples, guava, mangos, papayas, avocado and grapefruit in your diet. Eat green vegetables like spinach, broccoli, cabbage and kale. Include whole grains as well as protein-rich foods such as legumes, nuts, seeds and beans in your diet. Also, eat alfalfa sprouts as they are high in protein as well as vitamins and minerals. Use extra-virgin olive oil or coconut oil for your cooking as these oils contain healthy fats. Remember, moderation is the key. Also, be sure to get adequate fluid intake every day."
Eye,Eyelashes,Green Tea,"Prepare a cup of unsweetened green tea and set it aside to cool down. Use a cotton swab to apply the green tea on your lashes, from the roots to the tips. Allow it to sit for 15 minutes, then rinse it off with cool water. Do this twice daily for 2 to 3 months. Note: When using green tea, make sure it does not get in your eyes."
Eye,Eyelashes,Lemon Peels,"Put 1 tablespoon of moderately dried lemon peels in a container. Pour enough olive or castor oil into the container, so that the peels get soaked. Allow it to sit for a couple of weeks. Using an old mascara stick, apply the oil on your eyelashes before going to bed. Leave it on overnight, then wash it off with warm water in the morning. Follow this remedy for a few months to get encouraging results."
Eye,Eyelashes,"Oil, Shea Butter","Put a few drops of oil, petroleum jelly or shea butter on your eyelids. Using your fingertips, massage along your lids and lash line in small, circular motions. Massage for 5 to 7 minutes twice daily for a few months."
Eye,Eyelashes,Vitamin E Oil,Put a few drops of vitamin E oil or petroleum jelly on a soft-bristled eyelash brush or comb. Use the brush to apply the oil or jelly directly on your lashes. Continue brushing the lashes gently using upward strokes. Start from the root of the lashes and slowly move upward to the tip. Brush for about 5 minutes twice daily until you see desired results.
Eye,Eyelashes,Castor Oil,"Use a clean brush or a cotton swab to apply castor oil on your lashes before going to bed. You can also add a few drops of vitamin E oil to the castor oil before applying. Leave it on overnight, then rinse it off with lukewarm water in the morning. Alternatively, mix 2 tablespoons each of castor oil and fresh aloe vera gel. Apply it on your eyelashes using a cotton swab. Leave it on overnight, then rinse it off the next morning."
Eye,Eyelashes,Aloe Vera Gel,"Using a clean, old mascara wand, apply some fresh aloe vera gel on your lashes before going to bed. Leave it on overnight, then rinse it off with warm water the next morning. Alternatively, mix 1 tablespoon each of aloe vera gel and jojoba oil along with 1 teaspoon of chamomile infusion. Apply this mixture on your lashes twice a day using a clean, old mascara wand. Wait 15 minutes, then rinse it off with warm water."
Eye,Eyesight,Bilberry Fruits,Eat about one-half cup of ripe bilberry fruits daily.
Eye,Eyesight,Healthy Food,"Eat carrots, spinach, corn, beetroot, sweet potato, blueberries, broccoli, kale and other fresh green leafy vegetables. Fatty fish, eggs, nuts and seeds are also beneficial for eye health."
Eye,Eyesight,Breathing,"Allow the sun to shine directly on your closed eyelids while breathing deeply. Do this once daily for a few minutes, followed by palming. Rub your palms together to generate heat and then gently cup your palms over your closed eyes without applying pressure on the eyes. Make sure to cover your eyes completely so there is no trace of light. Do this several times daily while visualizing a pleasant scene."
Eye,Eyesight,Wild Asparagus,Mix one teaspoon of wild asparagus with one-half teaspoon of honey. Consume this mixture twice daily with a cup of warm cow's milk. Continue for a few months.
